user_number,datetime,Consommation,cluster
16,2016-12-14 00:50:21,7,1
16,2016-12-14 01:50:21,0,1
16,2016-12-14 02:50:26,0,1
16,2016-12-14 03:50:26,0,1
16,2016-12-14 04:50:26,0,1
16,2016-12-14 05:50:26,0,1
16,2016-12-14 06:50:20,0,1
16,2016-12-14 07:50:20,28,1
16,2016-12-14 08:50:20,8,1
16,2016-12-14 09:50:20,0,1
16,2016-12-14 14:50:21,1,1
16,2016-12-14 15:50:21,21,1
16,2016-12-14 16:50:21,13,1
16,2016-12-14 17:50:21,7,1
16,2016-12-14 22:50:19,42,1
16,2016-12-14 23:50:19,0,1
16,2016-12-15 00:50:19,7,1
16,2016-12-15 01:50:19,0,1
16,2016-12-15 02:50:19,0,1
16,2016-12-15 03:50:19,0,1
16,2016-12-15 04:50:19,0,1
16,2016-12-15 05:50:19,0,1
16,2016-12-15 06:50:27,0,1
16,2016-12-15 07:50:27,43,1
16,2016-12-15 08:50:27,21,1
16,2016-12-15 09:50:27,0,1
16,2016-12-15 10:50:20,0,1
16,2016-12-15 11:50:20,0,1
16,2016-12-15 12:50:20,0,1
16,2016-12-15 13:50:20,0,1
16,2016-12-15 14:50:20,0,1
16,2016-12-15 15:50:20,0,1
16,2016-12-15 16:50:20,0,1
16,2016-12-15 17:50:20,1,1
16,2016-12-15 18:50:18,5,1
16,2016-12-15 19:50:18,7,1
16,2016-12-15 20:50:18,12,1
16,2016-12-15 21:50:18,14,1
16,2016-12-15 22:50:18,5,1
16,2016-12-15 23:50:18,0,1
16,2016-12-16 00:50:18,8,1
16,2016-12-16 01:50:18,0,1
16,2016-12-16 02:50:17,0,1
16,2016-12-16 03:50:17,0,1
16,2016-12-16 04:50:17,0,1
16,2016-12-16 05:50:17,0,1
16,2016-12-16 10:50:17,148,1
16,2016-12-16 11:50:17,0,1
16,2016-12-16 12:50:17,0,1
16,2016-12-16 13:50:17,0,1
16,2016-12-16 14:50:16,8,1
16,2016-12-16 15:50:16,2,1
16,2016-12-16 16:50:16,17,1
16,2016-12-16 17:50:16,17,1
16,2016-12-16 18:50:17,0,1
16,2016-12-16 19:50:17,9,1
16,2016-12-16 20:50:17,4,1
16,2016-12-16 21:50:17,3,1
16,2016-12-16 22:50:19,14,1
16,2016-12-16 23:50:19,0,1
16,2016-12-17 00:50:19,0,1
16,2016-12-17 01:50:19,8,1
16,2016-12-17 02:50:16,0,1
16,2016-12-17 03:50:16,0,1
16,2016-12-17 04:50:16,0,1
16,2016-12-17 05:50:16,0,1
16,2016-12-17 06:50:14,0,1
16,2016-12-17 07:50:14,6,1
16,2016-12-17 08:50:14,0,1
16,2016-12-17 09:50:14,16,1
16,2016-12-17 10:50:16,28,1
16,2016-12-17 11:50:16,11,1
16,2016-12-17 12:50:16,56,1
16,2016-12-17 13:50:16,1,1
16,2016-12-17 14:50:14,3,1
16,2016-12-17 15:50:14,3,1
16,2016-12-17 16:50:14,6,1
16,2016-12-17 17:50:14,0,1
16,2016-12-17 18:50:14,6,1
16,2016-12-17 19:50:14,0,1
16,2016-12-17 20:50:14,33,1
16,2016-12-17 21:50:14,12,1
16,2016-12-17 22:50:14,0,1
16,2016-12-17 23:50:14,0,1
16,2016-12-18 00:50:14,0,1
16,2016-12-18 01:50:14,0,1
16,2016-12-18 02:50:16,8,1
16,2016-12-18 03:50:16,0,1
16,2016-12-18 04:50:16,0,1
16,2016-12-18 05:50:16,0,1
16,2016-12-18 07:24:44,0,1
16,2016-12-18 08:24:44,0,1
16,2016-12-18 09:24:44,0,1
16,2016-12-18 10:24:44,7,1
16,2016-12-18 10:50:13,9,1
16,2016-12-18 11:50:13,46,1
16,2016-12-18 12:50:13,18,1
16,2016-12-18 13:50:13,1,1
16,2016-12-18 14:50:11,9,1
16,2016-12-18 15:50:11,0,1
16,2016-12-18 16:50:11,11,1
16,2016-12-18 17:50:11,0,1
16,2016-12-18 18:50:12,1,1
16,2016-12-18 19:50:12,17,1
16,2016-12-18 20:50:12,0,1
16,2016-12-18 21:50:12,0,1
16,2016-12-18 22:50:11,7,1
16,2016-12-18 23:50:11,0,1
16,2016-12-19 00:50:11,7,1
16,2016-12-19 01:50:11,0,1
16,2016-12-19 02:50:11,0,1
16,2016-12-19 03:50:11,0,1
16,2016-12-19 04:50:11,0,1
16,2016-12-19 05:50:11,0,1
16,2016-12-19 06:50:20,0,1
16,2016-12-19 07:50:20,33,1
16,2016-12-19 08:50:20,12,1
16,2016-12-19 09:50:20,0,1
16,2016-12-19 10:50:12,0,1
16,2016-12-19 11:50:12,0,1
16,2016-12-19 12:50:12,0,1
16,2016-12-19 13:50:12,0,1
16,2016-12-19 14:50:10,0,1
16,2016-12-19 15:50:10,0,1
16,2016-12-19 16:50:10,0,1
16,2016-12-19 17:50:10,9,1
16,2016-12-19 18:50:13,0,1
16,2016-12-19 19:50:13,4,1
16,2016-12-19 20:50:13,21,1
16,2016-12-19 21:50:13,8,1
16,2016-12-20 02:50:10,12,1
16,2016-12-20 03:50:10,0,1
16,2016-12-20 04:50:10,0,1
16,2016-12-20 05:50:10,0,1
16,2016-12-20 06:50:08,8,1
16,2016-12-20 07:50:08,40,1
16,2016-12-20 08:50:08,17,1
16,2016-12-20 09:50:08,102,1
16,2016-12-20 10:50:10,41,1
16,2016-12-20 11:50:10,17,1
16,2016-12-20 12:50:10,0,1
16,2016-12-20 13:50:10,25,1
16,2016-12-20 14:50:08,0,1
16,2016-12-20 15:50:08,0,1
16,2016-12-20 16:50:08,27,1
16,2016-12-20 17:50:08,0,1
16,2016-12-20 18:50:08,1,1
16,2016-12-20 19:50:08,2,1
16,2016-12-20 20:50:08,0,1
16,2016-12-20 21:50:08,17,1
16,2016-12-20 22:50:08,7,1
16,2016-12-20 23:50:08,0,1
16,2016-12-21 00:50:08,0,1
16,2016-12-21 01:50:08,7,1
16,2016-12-21 02:50:08,0,1
16,2016-12-21 03:50:08,0,1
16,2016-12-21 04:50:08,0,1
16,2016-12-21 05:50:08,0,1
16,2016-12-21 06:50:07,0,1
16,2016-12-21 07:50:07,51,1
16,2016-12-21 08:50:07,10,1
16,2016-12-21 09:50:07,0,1
16,2016-12-21 11:18:38,0,1
16,2016-12-21 12:18:38,0,1
16,2016-12-21 13:18:38,0,1
16,2016-12-21 14:18:38,0,1
16,2016-12-21 14:50:10,0,1
16,2016-12-21 15:50:10,4,1
16,2016-12-21 16:50:10,0,1
16,2016-12-21 17:50:10,11,1
16,2016-12-21 18:50:06,0,1
16,2016-12-21 19:50:06,39,1
16,2016-12-21 20:50:06,6,1
16,2016-12-21 21:50:06,4,1
16,2016-12-21 22:50:05,0,1
16,2016-12-21 23:50:05,0,1
16,2016-12-22 00:50:05,5,1
16,2016-12-22 01:50:05,0,1
16,2016-12-22 02:50:07,7,1
16,2016-12-22 03:50:07,1,1
16,2016-12-22 04:50:07,0,1
16,2016-12-22 05:50:07,0,1
16,2016-12-22 06:50:05,0,1
16,2016-12-22 07:50:05,13,1
16,2016-12-22 08:50:05,0,1
16,2016-12-22 09:50:05,10,1
16,2016-12-22 10:50:05,35,1
16,2016-12-22 11:50:05,0,1
16,2016-12-22 12:50:05,0,1
16,2016-12-22 13:50:05,0,1
16,2016-12-22 14:50:08,0,1
16,2016-12-22 15:50:08,0,1
16,2016-12-22 16:50:08,0,1
16,2016-12-22 17:50:08,10,1
16,2016-12-22 22:50:04,90,1
16,2016-12-22 23:50:04,0,1
16,2016-12-23 00:50:04,14,1
16,2016-12-23 01:50:04,0,1
16,2016-12-23 02:50:03,4,1
16,2016-12-23 03:50:03,0,1
16,2016-12-23 04:50:03,0,1
16,2016-12-23 05:50:03,0,1
16,2016-12-23 06:50:06,5,1
16,2016-12-23 07:50:06,31,1
16,2016-12-23 08:50:06,75,1
16,2016-12-23 09:50:06,13,1
16,2016-12-23 10:50:12,0,1
16,2016-12-23 11:50:12,0,1
16,2016-12-23 12:50:12,0,1
16,2016-12-23 13:50:12,4,1
16,2016-12-23 14:50:02,0,1
16,2016-12-23 15:50:02,17,1
16,2016-12-23 16:50:02,27,1
16,2016-12-23 17:50:02,44,1
16,2016-12-23 18:50:03,57,1
16,2016-12-23 19:50:03,0,1
16,2016-12-23 20:50:03,21,1
16,2016-12-23 21:50:03,0,1
16,2016-12-23 22:50:00,0,1
16,2016-12-23 23:50:00,0,1
16,2016-12-24 00:50:00,0,1
16,2016-12-24 01:50:00,12,1
16,2016-12-24 02:50:01,0,1
16,2016-12-24 03:50:01,0,1
16,2016-12-24 04:50:01,0,1
16,2016-12-24 05:50:01,0,1
16,2016-12-24 06:50:00,0,1
16,2016-12-24 07:50:00,0,1
16,2016-12-24 08:50:00,0,1
16,2016-12-24 09:50:00,18,1
16,2016-12-24 10:50:05,28,1
16,2016-12-24 11:50:05,21,1
16,2016-12-24 12:50:05,12,1
16,2016-12-24 13:50:05,11,1
16,2016-12-24 14:50:01,37,1
16,2016-12-24 15:50:01,2,1
16,2016-12-24 16:50:01,34,1
16,2016-12-24 17:50:01,4,1
16,2016-12-24 18:50:00,70,1
16,2016-12-24 19:50:00,4,1
16,2016-12-24 20:50:00,60,1
16,2016-12-24 21:50:00,36,1
16,2016-12-24 22:50:00,18,1
16,2016-12-24 23:50:00,6,1
16,2016-12-25 00:50:00,10,1
16,2016-12-25 01:50:00,73,1
16,2016-12-25 02:49:59,37,1
16,2016-12-25 03:49:59,0,1
16,2016-12-25 04:49:59,0,1
16,2016-12-25 05:49:59,0,1
16,2016-12-25 06:49:59,0,1
16,2016-12-25 07:49:59,0,1
16,2016-12-25 08:49:59,0,1
16,2016-12-25 09:49:59,0,1
16,2016-12-25 10:50:00,54,1
16,2016-12-25 11:50:00,47,1
16,2016-12-25 12:50:00,84,1
16,2016-12-25 13:50:00,96,1
16,2016-12-25 14:49:58,1,1
16,2016-12-25 15:49:58,0,1
16,2016-12-25 16:49:58,0,1
16,2016-12-25 17:49:58,0,1
16,2016-12-25 18:49:57,0,1
16,2016-12-25 19:49:57,7,1
16,2016-12-25 20:49:57,41,1
16,2016-12-25 21:49:57,47,1
16,2016-12-25 22:49:57,6,1
16,2016-12-25 23:49:57,10,1
16,2016-12-26 00:49:57,8,1
16,2016-12-26 01:49:57,1,1
16,2016-12-26 03:17:32,0,1
16,2016-12-26 04:17:32,4,1
16,2016-12-26 05:17:32,0,1
16,2016-12-26 06:17:32,0,1
16,2016-12-26 06:49:57,0,1
16,2016-12-26 07:49:57,6,1
16,2016-12-26 08:49:57,0,1
16,2016-12-26 09:49:57,10,1
16,2016-12-26 10:49:56,40,1
16,2016-12-26 11:49:56,0,1
16,2016-12-26 12:49:56,0,1
16,2016-12-26 13:49:56,0,1
16,2016-12-26 14:49:59,17,1
16,2016-12-26 15:49:59,2,1
16,2016-12-26 16:49:59,54,1
16,2016-12-26 17:49:59,0,1
16,2016-12-26 18:49:56,19,1
16,2016-12-26 19:49:56,11,1
16,2016-12-26 20:49:56,10,1
16,2016-12-26 21:49:56,3,1
16,2016-12-27 02:49:55,53,1
16,2016-12-27 03:49:55,0,1
16,2016-12-27 04:49:55,0,1
16,2016-12-27 05:49:55,0,1
16,2016-12-27 10:49:54,169,1
16,2016-12-27 11:49:54,19,1
16,2016-12-27 12:49:54,104,1
16,2016-12-27 13:49:54,3,1
16,2016-12-27 14:49:53,47,1
16,2016-12-27 15:49:53,0,1
16,2016-12-27 16:49:53,10,1
16,2016-12-27 17:49:53,27,1
16,2016-12-27 18:49:55,38,1
16,2016-12-27 19:49:55,18,1
16,2016-12-27 20:49:55,1,1
16,2016-12-27 21:49:55,8,1
16,2016-12-27 22:49:53,12,1
16,2016-12-27 23:49:53,15,1
16,2016-12-28 00:49:53,25,1
16,2016-12-28 01:49:53,1,1
16,2016-12-28 02:49:52,0,1
16,2016-12-28 03:49:52,0,1
16,2016-12-28 04:49:52,0,1
16,2016-12-28 05:49:52,0,1
16,2016-12-28 07:16:31,11,1
16,2016-12-28 08:16:31,6,1
16,2016-12-28 09:16:31,0,1
16,2016-12-28 10:16:31,7,1
16,2016-12-28 10:49:54,21,1
16,2016-12-28 11:49:54,9,1
16,2016-12-28 12:49:54,41,1
16,2016-12-28 13:49:54,0,1
16,2016-12-28 14:49:51,10,1
16,2016-12-28 15:49:51,1,1
16,2016-12-28 16:49:51,18,1
16,2016-12-28 17:49:51,0,1
16,2016-12-28 18:49:51,17,1
16,2016-12-28 19:49:51,23,1
16,2016-12-28 20:49:51,29,1
16,2016-12-28 21:49:51,9,1
16,2016-12-28 22:49:52,2,1
16,2016-12-28 23:49:52,1,1
16,2016-12-29 00:49:52,4,1
16,2016-12-29 01:49:52,40,1
16,2016-12-29 02:49:53,1,1
16,2016-12-29 03:49:53,0,1
16,2016-12-29 04:49:53,0,1
16,2016-12-29 05:49:53,4,1
16,2016-12-29 06:49:50,0,1
16,2016-12-29 07:49:50,9,1
16,2016-12-29 08:49:50,11,1
16,2016-12-29 09:49:50,11,1
16,2016-12-29 10:49:50,42,1
16,2016-12-29 11:49:50,23,1
16,2016-12-29 12:49:50,0,1
16,2016-12-29 13:49:50,8,1
16,2016-12-29 14:50:03,3,1
16,2016-12-29 15:50:03,6,1
16,2016-12-29 16:50:03,15,1
16,2016-12-29 17:50:03,0,1
16,2016-12-29 18:49:50,0,1
16,2016-12-29 19:49:50,15,1
16,2016-12-29 20:49:50,64,1
16,2016-12-29 21:49:50,8,1
16,2016-12-29 22:49:48,0,1
16,2016-12-29 23:49:48,0,1
16,2016-12-30 00:49:48,0,1
16,2016-12-30 01:49:48,9,1
16,2016-12-30 02:49:48,1,1
16,2016-12-30 03:49:48,0,1
16,2016-12-30 04:49:48,0,1
16,2016-12-30 05:49:48,0,1
16,2016-12-30 06:49:48,0,1
16,2016-12-30 07:49:48,17,1
16,2016-12-30 08:49:48,28,1
16,2016-12-30 09:49:48,78,1
16,2016-12-30 10:49:48,28,1
16,2016-12-30 11:49:48,0,1
16,2016-12-30 12:49:48,0,1
16,2016-12-30 13:49:48,13,1
16,2016-12-30 15:16:51,0,1
16,2016-12-30 16:16:51,5,1
16,2016-12-30 17:16:51,20,1
16,2016-12-30 18:16:51,35,1
16,2016-12-30 22:49:47,38,1
16,2016-12-30 23:49:47,0,1
16,2016-12-31 00:49:47,0,1
16,2016-12-31 01:49:47,19,1
16,2016-12-31 02:49:47,0,1
16,2016-12-31 03:49:47,1,1
16,2016-12-31 04:49:47,0,1
16,2016-12-31 05:49:47,0,1
16,2016-12-31 06:49:50,0,1
16,2016-12-31 07:49:50,3,1
16,2016-12-31 08:49:50,0,1
16,2016-12-31 09:49:50,12,1
16,2016-12-31 10:49:48,33,1
16,2016-12-31 11:49:48,0,1
16,2016-12-31 12:49:48,0,1
16,2016-12-31 13:49:48,10,1
16,2016-12-31 14:49:46,14,1
16,2016-12-31 15:49:46,16,1
16,2016-12-31 16:49:46,18,1
16,2016-12-31 17:49:46,10,1
16,2016-12-31 18:49:45,51,1
16,2016-12-31 19:49:45,50,1
16,2016-12-31 20:49:45,8,1
16,2016-12-31 21:49:45,0,1
16,2016-12-31 22:49:43,0,1
16,2016-12-31 23:49:43,0,1
16,2017-01-01 00:49:43,0,1
16,2017-01-01 01:49:43,0,1
16,2017-01-01 02:49:45,0,1
16,2017-01-01 03:49:45,0,1
16,2017-01-01 04:49:45,12,1
16,2017-01-01 05:49:45,1,1
16,2017-01-01 06:49:45,0,1
16,2017-01-01 07:49:45,0,1
16,2017-01-01 08:49:45,0,1
16,2017-01-01 09:49:45,5,1
16,2017-01-01 10:49:44,0,1
16,2017-01-01 11:49:44,0,1
16,2017-01-01 12:49:44,44,1
16,2017-01-01 13:49:44,29,1
16,2017-01-01 15:06:17,0,1
16,2017-01-01 16:06:17,28,1
16,2017-01-01 17:06:17,21,1
16,2017-01-01 18:06:17,12,1
16,2017-01-01 18:49:42,18,1
16,2017-01-01 19:49:42,26,1
16,2017-01-01 20:49:42,26,1
16,2017-01-01 21:49:42,33,1
16,2017-01-02 02:49:42,116,1
16,2017-01-02 03:49:42,0,1
16,2017-01-02 04:49:42,0,1
16,2017-01-02 05:49:42,0,1
16,2017-01-02 06:49:46,15,1
16,2017-01-02 07:49:46,24,1
16,2017-01-02 08:49:46,40,1
16,2017-01-02 09:49:46,0,1
16,2017-01-02 10:49:42,0,1
16,2017-01-02 11:49:42,0,1
16,2017-01-02 12:49:42,0,1
16,2017-01-02 13:49:42,0,1
16,2017-01-02 14:49:59,0,1
16,2017-01-02 15:49:59,0,1
16,2017-01-02 16:49:59,0,1
16,2017-01-02 17:49:59,0,1
16,2017-01-02 18:49:41,0,1
16,2017-01-02 19:49:41,0,1
16,2017-01-02 20:49:41,0,1
16,2017-01-02 21:49:41,0,1
16,2017-01-02 22:49:40,0,1
16,2017-01-02 23:49:40,0,1
16,2017-01-03 00:49:40,0,1
16,2017-01-03 01:49:40,0,1
16,2017-01-03 06:49:43,0,1
16,2017-01-03 07:49:43,0,1
16,2017-01-03 08:49:43,0,1
16,2017-01-03 09:49:43,60,1
16,2017-01-03 10:49:43,24,1
16,2017-01-03 11:49:43,35,1
16,2017-01-03 12:49:43,41,1
16,2017-01-03 13:49:43,4,1
16,2017-01-03 14:49:38,0,1
16,2017-01-03 15:49:38,0,1
16,2017-01-03 16:49:38,0,1
16,2017-01-03 17:49:38,0,1
16,2017-01-03 18:49:40,0,1
16,2017-01-03 19:49:40,0,1
16,2017-01-03 20:49:40,0,1
16,2017-01-03 21:49:40,0,1
16,2017-01-03 22:49:38,0,1
16,2017-01-03 23:49:38,0,1
16,2017-01-04 00:49:38,0,1
16,2017-01-04 01:49:38,0,1
16,2017-01-04 02:49:39,0,1
16,2017-01-04 03:49:39,0,1
16,2017-01-04 04:49:39,0,1
16,2017-01-04 05:49:39,0,1
16,2017-01-04 07:16:16,0,1
16,2017-01-04 08:16:16,0,1
16,2017-01-04 09:16:16,0,1
16,2017-01-04 10:16:16,0,1
16,2017-01-04 10:49:41,0,1
16,2017-01-04 11:49:41,0,1
16,2017-01-04 12:49:41,0,1
16,2017-01-04 13:49:41,0,1
16,2017-01-04 14:49:56,0,1
16,2017-01-04 15:49:56,0,1
16,2017-01-04 16:49:56,0,1
16,2017-01-04 17:49:56,0,1
16,2017-01-04 22:49:35,0,1
16,2017-01-04 23:49:35,0,1
16,2017-01-05 00:49:35,0,1
16,2017-01-05 01:49:35,0,1
16,2017-01-05 02:49:38,0,1
16,2017-01-05 03:49:38,0,1
16,2017-01-05 04:49:38,0,1
16,2017-01-05 05:49:38,0,1
16,2017-01-05 06:49:33,0,1
16,2017-01-05 07:49:33,0,1
16,2017-01-05 08:49:33,0,1
16,2017-01-05 09:49:33,0,1
16,2017-01-05 14:49:38,0,1
16,2017-01-05 15:49:38,0,1
16,2017-01-05 16:49:38,0,1
16,2017-01-05 17:49:38,0,1
16,2017-01-05 18:49:34,0,1
16,2017-01-05 19:49:34,0,1
16,2017-01-05 20:49:34,0,1
16,2017-01-05 21:49:34,0,1
16,2017-01-05 22:49:34,0,1
16,2017-01-05 23:49:34,0,1
16,2017-01-06 00:49:34,0,1
16,2017-01-06 01:49:34,0,1
16,2017-01-06 02:49:32,0,1
16,2017-01-06 03:49:32,0,1
16,2017-01-06 04:49:32,0,1
16,2017-01-06 05:49:32,0,1
16,2017-01-06 06:49:34,0,1
16,2017-01-06 07:49:34,0,1
16,2017-01-06 08:49:34,0,1
16,2017-01-06 09:49:34,39,1
16,2017-01-06 10:49:34,10,1
16,2017-01-06 11:49:34,3,1
16,2017-01-06 12:49:34,0,1
16,2017-01-06 13:49:34,0,1
16,2017-01-06 14:49:32,0,1
16,2017-01-06 15:49:32,0,1
16,2017-01-06 16:49:32,0,1
16,2017-01-06 17:49:32,0,1
16,2017-01-06 18:49:34,0,1
16,2017-01-06 19:49:34,0,1
16,2017-01-06 20:49:34,0,1
16,2017-01-06 21:49:34,0,1
16,2017-01-07 02:49:37,0,1
16,2017-01-07 03:49:37,0,1
16,2017-01-07 04:49:37,0,1
16,2017-01-07 05:49:37,0,1
16,2017-01-07 06:49:32,0,1
16,2017-01-07 07:49:32,0,1
16,2017-01-07 08:49:32,0,1
16,2017-01-07 09:49:32,0,1
16,2017-01-07 14:49:30,0,1
16,2017-01-07 15:49:30,0,1
16,2017-01-07 16:49:30,0,1
16,2017-01-07 17:49:30,0,1
16,2017-01-07 18:49:31,0,1
16,2017-01-07 19:49:31,0,1
16,2017-01-07 20:49:31,0,1
16,2017-01-07 21:49:31,0,1
16,2017-01-07 22:50:21,0,1
16,2017-01-07 23:50:21,0,1
16,2017-01-08 00:50:21,0,1
16,2017-01-08 01:50:21,0,1
16,2017-01-08 02:49:29,0,1
16,2017-01-08 03:49:29,0,1
16,2017-01-08 04:49:29,0,1
16,2017-01-08 05:49:29,0,1
16,2017-01-08 06:49:32,0,1
16,2017-01-08 07:49:32,0,1
16,2017-01-08 08:49:32,0,1
16,2017-01-08 09:49:32,0,1
16,2017-01-08 14:49:30,0,1
16,2017-01-08 15:49:30,0,1
16,2017-01-08 16:49:30,0,1
16,2017-01-08 17:49:30,0,1
16,2017-01-08 18:49:28,0,1
16,2017-01-08 19:49:28,0,1
16,2017-01-08 20:49:28,0,1
16,2017-01-08 21:49:28,0,1
16,2017-01-08 22:49:33,22,1
16,2017-01-08 23:49:33,8,1
16,2017-01-09 00:49:33,4,1
16,2017-01-09 01:49:33,1,1
16,2017-01-09 02:49:26,0,1
16,2017-01-09 03:49:26,0,1
16,2017-01-09 04:49:26,0,1
16,2017-01-09 05:49:26,0,1
16,2017-01-09 06:49:25,0,1
16,2017-01-09 07:49:25,47,1
16,2017-01-09 08:49:25,10,1
16,2017-01-09 09:49:25,0,1
16,2017-01-09 10:49:26,0,1
16,2017-01-09 11:49:26,0,1
16,2017-01-09 12:49:26,12,1
16,2017-01-09 13:49:26,0,1
16,2017-01-09 14:49:26,0,1
16,2017-01-09 15:49:26,9,1
16,2017-01-09 16:49:26,0,1
16,2017-01-09 17:49:26,66,1
16,2017-01-09 18:49:31,4,1
16,2017-01-09 19:49:31,19,1
16,2017-01-09 20:49:31,1,1
16,2017-01-09 21:49:31,6,1
16,2017-01-09 22:49:25,7,1
16,2017-01-09 23:49:25,3,1
16,2017-01-10 00:49:25,9,1
16,2017-01-10 01:49:25,0,1
16,2017-01-10 06:50:49,0,1
16,2017-01-10 07:50:49,54,1
16,2017-01-10 08:50:49,84,1
16,2017-01-10 09:50:49,75,1
16,2017-01-10 14:49:24,89,1
16,2017-01-10 15:49:24,0,1
16,2017-01-10 16:49:24,0,1
16,2017-01-10 17:49:24,20,1
16,2017-01-10 18:49:26,1,1
16,2017-01-10 19:49:26,10,1
16,2017-01-10 20:49:26,11,1
16,2017-01-10 21:49:26,36,1
16,2017-01-10 23:15:23,21,1
16,2017-01-11 00:15:23,0,1
16,2017-01-11 01:15:23,14,1
16,2017-01-11 02:15:23,0,1
16,2017-01-11 10:49:28,48,1
16,2017-01-11 11:49:28,13,1
16,2017-01-11 12:49:28,0,1
16,2017-01-11 13:49:28,0,1
16,2017-01-11 14:49:22,2,1
16,2017-01-11 15:49:22,18,1
16,2017-01-11 16:49:22,9,1
16,2017-01-11 17:49:22,8,1
16,2017-01-11 18:49:23,18,1
16,2017-01-11 19:49:23,12,1
16,2017-01-11 20:49:23,20,1
16,2017-01-11 21:49:23,15,1
16,2017-01-11 22:49:21,59,1
16,2017-01-11 23:49:21,3,1
16,2017-01-12 00:49:21,8,1
16,2017-01-12 01:49:21,1,1
16,2017-01-12 02:49:21,0,1
16,2017-01-12 03:49:21,0,1
16,2017-01-12 04:49:21,0,1
16,2017-01-12 05:49:21,0,1
16,2017-01-12 06:49:22,0,1
16,2017-01-12 07:49:22,37,1
16,2017-01-12 08:49:22,26,1
16,2017-01-12 09:49:22,0,1
16,2017-01-12 10:49:21,0,1
16,2017-01-12 11:49:21,0,1
16,2017-01-12 12:49:21,0,1
16,2017-01-12 13:49:21,0,1
16,2017-01-12 15:14:48,0,1
16,2017-01-12 16:14:48,23,1
16,2017-01-12 17:14:48,40,1
16,2017-01-12 18:14:48,16,1
16,2017-01-12 18:49:19,4,1
16,2017-01-12 19:49:19,7,1
16,2017-01-12 20:49:19,16,1
16,2017-01-12 21:49:19,0,1
16,2017-01-12 22:49:20,17,1
16,2017-01-12 23:49:20,2,1
16,2017-01-13 00:49:20,0,1
16,2017-01-13 01:49:20,5,1
16,2017-01-13 02:49:20,0,1
16,2017-01-13 03:49:20,0,1
16,2017-01-13 04:49:20,0,1
16,2017-01-13 05:49:20,0,1
16,2017-01-13 06:49:21,0,1
16,2017-01-13 07:49:21,29,1
16,2017-01-13 08:49:21,53,1
16,2017-01-13 09:49:21,85,1
16,2017-01-13 10:49:21,6,1
16,2017-01-13 11:49:21,0,1
16,2017-01-13 12:49:21,0,1
16,2017-01-13 13:49:21,0,1
16,2017-01-13 14:49:18,0,1
16,2017-01-13 15:49:18,1,1
16,2017-01-13 16:49:18,16,1
16,2017-01-13 17:49:18,9,1
16,2017-01-13 18:49:19,8,1
16,2017-01-13 19:49:19,7,1
16,2017-01-13 20:49:19,0,1
16,2017-01-13 21:49:19,8,1
16,2017-01-13 22:49:18,0,1
16,2017-01-13 23:49:18,0,1
16,2017-01-14 00:49:18,0,1
16,2017-01-14 01:49:18,0,1
16,2017-01-14 02:54:36,0,1
16,2017-01-14 03:54:36,7,1
16,2017-01-14 04:54:36,7,1
16,2017-01-14 05:54:36,0,1
16,2017-01-14 06:49:23,0,1
16,2017-01-14 07:49:23,0,1
16,2017-01-14 08:49:23,0,1
16,2017-01-14 09:49:23,8,1
16,2017-01-14 10:49:17,13,1
16,2017-01-14 11:49:17,10,1
16,2017-01-14 12:49:17,2,1
16,2017-01-14 13:49:17,30,1
16,2017-01-14 14:49:32,2,1
16,2017-01-14 15:49:32,18,1
16,2017-01-14 16:49:32,0,1
16,2017-01-14 17:49:32,5,1
16,2017-01-14 18:49:16,48,1
16,2017-01-14 19:49:16,0,1
16,2017-01-14 20:49:16,0,1
16,2017-01-14 21:49:16,0,1
16,2017-01-15 02:49:14,15,1
16,2017-01-15 03:49:14,0,1
16,2017-01-15 04:49:14,0,1
16,2017-01-15 05:49:14,0,1
16,2017-01-15 06:49:14,0,1
16,2017-01-15 07:49:14,0,1
16,2017-01-15 08:49:14,0,1
16,2017-01-15 09:49:14,9,1
16,2017-01-15 10:49:17,26,1
16,2017-01-15 11:49:17,5,1
16,2017-01-15 12:49:17,0,1
16,2017-01-15 13:49:17,0,1
16,2017-01-15 14:49:32,9,1
16,2017-01-15 15:49:32,4,1
16,2017-01-15 16:49:32,10,1
16,2017-01-15 17:49:32,0,1
16,2017-01-15 18:49:13,0,1
16,2017-01-15 19:49:13,9,1
16,2017-01-15 20:49:13,0,1
16,2017-01-15 21:49:13,32,1
16,2017-01-15 22:49:12,7,1
16,2017-01-15 23:49:12,0,1
16,2017-01-16 00:49:12,7,1
16,2017-01-16 01:49:12,0,1
16,2017-01-16 02:49:13,0,1
16,2017-01-16 03:49:13,0,1
16,2017-01-16 04:49:13,0,1
16,2017-01-16 05:49:13,0,1
16,2017-01-16 06:49:14,0,1
16,2017-01-16 07:06:41,0,1
16,2017-01-16 07:49:14,39,1
16,2017-01-16 08:06:41,0,1
16,2017-01-16 08:49:14,9,1
16,2017-01-16 09:06:41,0,1
16,2017-01-16 09:49:14,0,1
16,2017-01-16 10:49:12,0,1
16,2017-01-16 11:49:12,0,1
16,2017-01-16 12:49:12,0,1
16,2017-01-16 13:49:12,0,1
16,2017-01-16 14:49:15,0,1
16,2017-01-16 15:49:15,7,1
16,2017-01-16 16:49:15,0,1
16,2017-01-16 17:49:15,7,1
16,2017-01-16 18:49:12,2,1
16,2017-01-16 19:49:12,10,1
