user_number,datetime,Consommation,cluster,anomalie,type
0_39,2016-04-01 02:01:58,0,0,0,pas d'anomalie
0_39,2016-04-01 03:01:58,0,0,0,pas d'anomalie
0_39,2016-04-01 04:01:57,1,0,0,pas d'anomalie
0_39,2016-04-01 05:01:57,0,0,0,pas d'anomalie
0_39,2016-04-01 06:01:57,3,0,0,pas d'anomalie
0_39,2016-04-01 07:01:57,0,0,0,pas d'anomalie
0_39,2016-04-01 08:01:59,6,0,0,pas d'anomalie
0_39,2016-04-01 09:01:59,2,0,0,pas d'anomalie
0_39,2016-04-01 10:01:59,5,0,0,pas d'anomalie
0_39,2016-04-01 11:01:59,0,0,0,pas d'anomalie
0_39,2016-04-01 12:01:56,29,0,0,pas d'anomalie
0_39,2016-04-01 13:01:56,0,0,0,pas d'anomalie
0_39,2016-04-01 14:01:56,0,0,0,pas d'anomalie
0_39,2016-04-01 15:01:56,12,0,0,pas d'anomalie
0_39,2016-04-01 16:01:57,4,0,0,pas d'anomalie
0_39,2016-04-01 17:01:57,0,0,0,pas d'anomalie
0_39,2016-04-01 18:01:57,5,0,0,pas d'anomalie
0_39,2016-04-01 19:01:57,16,0,0,pas d'anomalie
0_39,2016-04-01 20:01:55,54,0,0,pas d'anomalie
0_39,2016-04-01 21:01:55,7,0,0,pas d'anomalie
0_39,2016-04-01 22:01:55,0,0,0,pas d'anomalie
0_39,2016-04-01 23:01:55,92,0,0,pas d'anomalie
0_39,2016-04-02 04:01:54,0,0,0,pas d'anomalie
0_39,2016-04-02 05:01:54,0,0,0,pas d'anomalie
0_39,2016-04-02 06:01:54,7,0,0,pas d'anomalie
0_39,2016-04-02 07:01:54,0,0,0,pas d'anomalie
0_39,2016-04-02 08:01:55,11,0,0,pas d'anomalie
0_39,2016-04-02 09:01:55,17,0,0,pas d'anomalie
0_39,2016-04-02 10:01:55,7,0,0,pas d'anomalie
0_39,2016-04-02 11:01:55,11,0,0,pas d'anomalie
0_39,2016-04-02 12:01:58,0,0,0,pas d'anomalie
0_39,2016-04-02 13:01:58,0,0,0,pas d'anomalie
0_39,2016-04-02 14:01:58,0,0,0,pas d'anomalie
0_39,2016-04-02 15:01:58,0,0,0,pas d'anomalie
0_39,2016-04-02 16:21:33,0,0,0,pas d'anomalie
0_39,2016-04-02 17:21:33,0,0,0,pas d'anomalie
0_39,2016-04-02 18:21:33,0,0,0,pas d'anomalie
0_39,2016-04-02 19:21:33,0,0,0,pas d'anomalie
0_39,2016-04-02 20:01:52,10,0,0,pas d'anomalie
0_39,2016-04-02 21:01:52,5,0,0,pas d'anomalie
0_39,2016-04-02 22:01:52,11,0,0,pas d'anomalie
0_39,2016-04-02 23:01:52,42,0,0,pas d'anomalie
0_39,2016-04-03 00:01:54,0,0,0,pas d'anomalie
0_39,2016-04-03 01:01:54,8,0,0,pas d'anomalie
0_39,2016-04-03 02:01:54,4,0,0,pas d'anomalie
0_39,2016-04-03 03:01:54,0,0,0,pas d'anomalie
0_39,2016-04-03 04:01:51,0,0,0,pas d'anomalie
0_39,2016-04-03 05:01:51,0,0,0,pas d'anomalie
0_39,2016-04-03 06:01:51,0,0,0,pas d'anomalie
0_39,2016-04-03 07:01:51,37,0,0,pas d'anomalie
0_39,2016-04-03 08:01:53,7,0,0,pas d'anomalie
0_39,2016-04-03 09:01:53,0,0,0,pas d'anomalie
0_39,2016-04-03 10:01:53,0,0,0,pas d'anomalie
0_39,2016-04-03 11:01:53,0,0,0,pas d'anomalie
0_39,2016-04-03 12:01:53,8,0,0,pas d'anomalie
